genome	gtdb_species	gtdb_genus	study_id	ecosystem_compartment	is_mag	n_phaC_matrix	n_targets_corrected	pct_triad_complete	pct_full_length	median_protein_length_aa	n_distinct_cluster07	n_clusters_known_of	pct_distinct_clusters	n_scaffolds_known	n_targets_scaffold_known_of	checkm_completeness	checkm_contamination	legitimacy_call
TARA_SAMEA2619667_MAG_00000184	TMED2 sp002168225	TMED2	TOPC	Seawater	True	3	4	1.000	0.500	609	4	4	1.000	0	0	99.13	0.0	likely_legit
TARA_SAMEA2619917_MAG_00000023	Sphingobium sp001829085	Sphingobium	TOPC	Seawater	True	3	4	1.000	0.750	584	3	4	0.750	3	3	100.0	0.0	likely_legit
TARA_SAMEA2619943_MAG_00000021	Blastomonas ursincola	Blastomonas	TOPC	Seawater	True	3	4	1.000	0.500	569	4	4	1.000	1	1	100.0	0.0	likely_legit
TARA_SAMEA2620039_MAG_00000027	Blastomonas delafieldii_A	Blastomonas	TOPC	Seawater	True	4	4	1.000	0.500	569	4	4	1.000	1	1	94.37	0.0	likely_legit
TARA_SAMEA2620039_MAG_00000049	UBA2705 sp002690045	UBA2705	TOPC	Seawater	True	4	4	0.750	0.750	611	4	4	1.000	1	2	100.0	1.41	likely_legit
TARA_SAMEA2620128_MAG_00000007	Unknown JAYZVO01	JAYZVO01	TOPC	Seawater	True	4	4	0.500	0.250	408	4	4	1.000	3	3	94.37	5.63	uncertain
TARA_SAMEA2620204_MAG_00000043	Marinobacter sp002707215	Marinobacter	TOPC	Seawater	True	4	4	0.500	0.750	601	4	4	1.000	4	4	84.62	0.0	uncertain
TARA_SAMEA2620396_MAG_00000032	Marinobacter sp002718255	Marinobacter	TOPC	Seawater	True	4	4	0.500	0.250	414	4	4	1.000	2	2	73.04	1.02	uncertain
TARA_SAMEA2620418_MAG_00000016	Marinobacter sp002707215	Marinobacter	TOPC	Seawater	True	4	4	0.500	0.500	601	4	4	1.000	1	1	78.24	0.86	uncertain
TARA_SAMEA2620457_MAG_00000014	Marinobacter sp002707215	Marinobacter	TOPC	Seawater	True	4	4	0.500	0.750	601	4	4	1.000	0	0	82.76	1.72	uncertain
TARA_SAMEA2620503_MAG_00000032	Marinobacter sp002707215	Marinobacter	TOPC	Seawater	True	4	4	0.500	0.750	601	4	4	1.000	1	1	79.25	0.0	uncertain
TARA_SAMEA2620570_MAG_00000072	Marinobacter salsuginis	Marinobacter	TOPC	Seawater	True	4	4	0.750	0.500	601	4	4	1.000	1	2	96.11	1.43	likely_legit
TARA_SAMEA2620638_MAG_00000007	Marinobacter salsuginis	Marinobacter	TOPC	Seawater	True	4	4	0.750	0.250	406	4	4	1.000	1	1	92.96	0.0	likely_legit
TARA_SAMEA2620812_MAG_00000011	Hyphomonas sp000682775	Hyphomonas	TOPC	Seawater	True	3	4	1.000	0.750	606	4	4	1.000	1	1	98.59	0.0	likely_legit
TARA_SAMEA2620812_MAG_00000026	UBA1479 sp002706405	UBA1479	TOPC	Seawater	True	4	4	1.000	0.750	617	4	4	1.000	4	4	96.02	0.51	likely_legit
TARA_SAMEA2620824_MAG_00000007	UBA4479 sp040218645	UBA4479	TOPC	Seawater	True	4	4	0.250	0.000	350	4	4	1.000	3	4	79.99	1.43	likely_artifact
TARA_SAMEA2620828_MAG_00000076	UBA1479 sp002696205	UBA1479	TOPC	Seawater	True	4	4	1.000	0.750	611	4	4	1.000	4	4	97.18	1.41	likely_legit
TARA_SAMEA2620947_MAG_00000034	Hyphomonas sp000682775	Hyphomonas	TOPC	Seawater	True	3	4	1.000	0.750	606	4	4	1.000	0	0	97.24	0.49	likely_legit
TARA_SAMEA2621126_MAG_00000031	Marinobacter salsuginis	Marinobacter	TOPC	Seawater	True	4	4	0.750	0.250	406	4	4	1.000	3	3	52.07	0.0	likely_legit
TARA_SAMEA2621147_MAG_00000032	Marinobacter sp002718255	Marinobacter	TOPC	Seawater	True	3	4	0.000	0.250	414	4	4	1.000	1	1	88.88	2.96	likely_artifact
TARA_SAMEA2621191_MAG_00000011	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	4	4	0.750	0.500	563	4	4	1.000	4	4	70.22	3.25	likely_legit
TARA_SAMEA2621242_MAG_00000143	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	4	4	1.000	0.500	563	4	4	1.000	1	1	89.16	2.84	likely_legit
TARA_SAMEA2621247_MAG_00000041	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	4	4	1.000	0.750	610	4	4	1.000	3	3	83.86	7.52	likely_legit
TARA_SAMEA2621298_MAG_00000067	Novosphingobium indicum	Novosphingobium	TOPC	Seawater	True	3	4	0.750	0.250	415	4	4	1.000	2	2	58.33	2.13	likely_legit
TARA_SAMEA2621299_MAG_00000002	Hyphomonas adhaerens	Hyphomonas	TOPC	Seawater	True	4	4	1.000	1.000	600	4	4	1.000	4	4	83.49	1.49	likely_legit
TARA_SAMEA2621299_MAG_00000017	Marinobacter sp002707215	Marinobacter	TOPC	Seawater	True	4	4	0.500	0.750	601	4	4	1.000	1	1	56.9	0.0	uncertain
TARA_SAMEA2621299_MAG_00000027	Hyphomonas sp017792385	Hyphomonas	TOPC	Seawater	True	4	4	1.000	0.750	564	4	4	1.000	4	4	94.55	1.41	likely_legit
TARA_SAMEA2621300_MAG_00000042	Neopusillimonas maritima	Neopusillimonas	TOPC	Seawater	True	4	4	0.250	0.250	317	3	4	0.750	2	3	100.0	0.47	likely_artifact
TARA_SAMEA2621423_MAG_00000052	Hyphomonas adhaerens	Hyphomonas	TOPC	Seawater	True	4	4	1.000	1.000	600	4	4	1.000	1	1	99.13	1.82	likely_legit
TARA_SAMEA2621470_MAG_00000016	Marinobacter manganoxydans	Marinobacter	TOPC	Seawater	True	3	4	0.750	0.250	414	4	4	1.000	3	3	95.77	2.82	likely_legit
TARA_SAMEA2621528_MAG_00000023	Roseovarius mucosus	Roseovarius	TOPC	Seawater	True	3	4	0.750	0.500	537	2	4	0.500	2	3	75.72	1.15	uncertain
TARA_SAMEA2621564_MAG_00000010	Hyphomonas sp036964145	Hyphomonas	TOPC	Seawater	True	4	4	1.000	0.750	610	4	4	1.000	1	1	95.35	0.32	likely_legit
TARA_SAMEA2621839_MAG_00000202	Marinobacter flavimaris	Marinobacter	TOPC	Seawater	True	3	4	0.750	0.500	601	4	4	1.000	1	1	80.52	0.0	likely_legit
TARA_SAMEA2621920_MAG_00000067	UBA1479 sp913030825	UBA1479	TOPC	Seawater	True	4	4	1.000	0.250	499	4	4	1.000	4	4	81.93	1.27	likely_legit
TARA_SAMEA2621920_MAG_00000092	Roseovarius sp002720475	Roseovarius	TOPC	Seawater	True	4	4	0.250	0.750	601	4	4	1.000	4	4	73.39	2.16	likely_artifact
TARA_SAMEA2622084_MAG_00000006	Unknown Parvibaculaceae	Unknown Parvibaculaceae	TOPC	Seawater	True	4	4	0.750	1.000	609	4	4	1.000	4	4	91.34	1.25	likely_legit
TARA_SAMEA2622158_MAG_00000006	Marinobacter flavimaris	Marinobacter	TOPC	Seawater	True	3	4	0.750	0.500	601	4	4	1.000	0	0	95.5	0.86	likely_legit
TARA_SAMEA2622276_MAG_00000005	Hyphomonas adhaerens	Hyphomonas	TOPC	Seawater	True	4	4	1.000	1.000	600	4	4	1.000	0	0	97.89	1.38	likely_legit
TARA_SAMEA2622325_MAG_00000040	Stappia sp002722295	Stappia	TOPC	Seawater	True	4	4	0.750	1.000	636	4	4	1.000	3	3	100.0	0.0	likely_legit
TARA_SAMEA2622325_MAG_00000075	GCA-2683405 sp002683405	GCA-2683405	TOPC	Seawater	True	4	4	1.000	0.750	586	4	4	1.000	4	4	98.59	0.0	likely_legit
TARA_SAMEA2622391_MAG_00000005	Stappia sp002722295	Stappia	TOPC	Seawater	True	4	4	0.750	0.750	630	4	4	1.000	1	1	100.0	0.0	likely_legit
TARA_SAMEA2622417_MAG_00000018	Hyphomonas adhaerens	Hyphomonas	TOPC	Seawater	True	3	4	0.750	0.750	600	4	4	1.000	1	1	69.88	2.27	likely_legit
TARA_SAMEA2622517_MAG_00000028	Roseovarius mucosus	Roseovarius	TOPC	Seawater	True	4	4	0.250	0.000	340	2	4	0.500	2	4	52.11	0.0	likely_artifact
TARA_SAMEA2622517_MAG_00000029	Marinobacter flavimaris	Marinobacter	TOPC	Seawater	True	3	4	0.250	0.000	453	4	4	1.000	2	3	51.72	0.0	likely_artifact
TARA_SAMEA2622614_MAG_00000055	Unknown JAVJON01	JAVJON01	TOPC	Seawater	True	4	4	1.000	0.500	652	4	4	1.000	4	4	77.82	1.59	likely_legit
TARA_SAMEA2622624_MAG_00000081	Unknown JAVJON01	JAVJON01	TOPC	Seawater	True	4	4	1.000	0.500	652	4	4	1.000	0	0	91.9	1.87	likely_legit
TARA_SAMEA2622628_MAG_00000083	Unknown JAVJON01	JAVJON01	TOPC	Seawater	True	4	4	1.000	0.500	652	4	4	1.000	1	1	87.33	1.37	likely_legit
TARA_SAMEA2622632_MAG_00000089	Unknown JAVJON01	JAVJON01	TOPC	Seawater	True	4	4	1.000	0.500	652	4	4	1.000	0	0	86.39	0.92	likely_legit
TARA_SAMEA2622744_MAG_00000026	Onishia taeanensis	Onishia	TOPC	Seawater	True	4	4	0.750	1.000	610	4	4	1.000	4	4	99.19	1.27	likely_legit
TARA_SAMEA2622765_MAG_00000016	Roseovarius sp002720475	Roseovarius	TOPC	Seawater	True	4	4	0.500	1.000	804	4	4	1.000	0	0	99.17	0.44	uncertain
TARA_SAMEA2622769_MAG_00000059	Stappia sp002722295	Stappia	TOPC	Seawater	True	3	4	0.750	0.750	598	4	4	1.000	1	1	74.65	0.0	likely_legit
TARA_SAMEA2622770_MAG_00000074	Roseovarius sp002720475	Roseovarius	TOPC	Seawater	True	3	4	0.500	1.000	804	4	4	1.000	0	0	85.42	2.61	uncertain
TARA_SAMEA2622770_MAG_00000076	Stappia sp002722295	Stappia	TOPC	Seawater	True	3	4	0.750	1.000	636	4	4	1.000	0	0	97.18	0.0	likely_legit
TARA_SAMEA2622893_MAG_00000020	Hyphomonas adhaerens	Hyphomonas	TOPC	Seawater	True	3	4	1.000	1.000	600	4	4	1.000	0	0	100.0	1.4	likely_legit
TARA_SAMEA2622901_MAG_00000053	Parvibaculum sp002480495	Parvibaculum	TOPC	Seawater	True	4	4	0.750	1.000	608	4	4	1.000	0	0	95.51	2.19	likely_legit
TARA_SAMEA2623155_MAG_00000085	Reyranella sp945957355	Reyranella	TOPC	Seawater	True	4	4	0.750	0.500	598	4	4	1.000	4	4	78.87	8.45	likely_legit
TARA_SAMEA2623266_MAG_00000006	GCA-2700365 sp002700365	GCA-2700365	TOPC	Seawater	True	4	4	1.000	0.500	605	4	4	1.000	1	1	90.23	0.8	likely_legit
TARA_SAMEA2623321_MAG_00000102	Marinobacter salsuginis	Marinobacter	TOPC	Seawater	True	4	4	0.500	0.500	601	4	4	1.000	2	3	51.72	0.0	uncertain
TARA_SAMEA2623357_MAG_00000017	Luteithermobacter gelatinilyticus	Luteithermobacter	TOPC	Seawater	True	4	4	1.000	0.500	599	4	4	1.000	4	4	78.74	2.17	likely_legit
TARA_SAMEA2623357_MAG_00000036	GCA-2700365 sp002700365	GCA-2700365	TOPC	Seawater	True	4	4	1.000	0.250	476	4	4	1.000	2	2	77.07	1.74	likely_legit
TARA_SAMEA2623377_MAG_00000036	GCA-2700365 sp002700365	GCA-2700365	TOPC	Seawater	True	4	4	1.000	0.500	605	4	4	1.000	0	0	100.0	0.0	likely_legit
TARA_SAMEA2623397_MAG_00000061	Marinobacter flavimaris	Marinobacter	TOPC	Seawater	True	3	4	0.750	0.500	601	4	4	1.000	1	1	81.21	0.05	likely_legit
TARA_SAMEA2623446_MAG_00000174	Luteithermobacter gelatinilyticus	Luteithermobacter	TOPC	Seawater	True	4	4	1.000	0.500	599	4	4	1.000	0	0	100.0	0.0	likely_legit
TARA_SAMEA2623459_MAG_00000066	Luteithermobacter gelatinilyticus	Luteithermobacter	TOPC	Seawater	True	4	4	1.000	0.500	599	4	4	1.000	0	0	100.0	0.0	likely_legit
TARA_SAMEA2623463_MAG_00000116	Parvibaculum sp002480495	Parvibaculum	TOPC	Seawater	True	3	4	0.750	1.000	608	4	4	1.000	1	1	98.59	0.0	likely_legit
TARA_SAMEA2623477_MAG_00000030	Luteithermobacter gelatinilyticus	Luteithermobacter	TOPC	Seawater	True	4	4	1.000	0.500	599	4	4	1.000	0	0	99.5	0.96	likely_legit
TARA_SAMEA2623479_MAG_00000009	Xanthobacter autotrophicus	Xanthobacter	TOPC	Seawater	True	4	4	0.500	1.000	660	4	4	1.000	4	4	97.8	2.06	uncertain
TARA_SAMEA2623601_MAG_00000010	GCA-2700365 sp002700365	GCA-2700365	TOPC	Seawater	True	4	4	1.000	0.500	605	4	4	1.000	0	0	100.0	0.0	likely_legit
TARA_SAMEA2623673_MAG_00000038	GCA-2700365 sp002700365	GCA-2700365	TOPC	Seawater	True	3	4	1.000	0.500	605	4	4	1.000	0	0	97.33	0.0	likely_legit
TARA_SAMEA2623741_MAG_00000086	Unknown Oricola	Oricola	TOPC	Seawater	True	4	4	0.750	0.750	596	4	4	1.000	1	1	97.41	1.21	likely_legit
TARA_SAMEA2730749_MAG_00000057	Unknown Hirschia	Hirschia	TOPC	Seawater	True	4	4	0.750	0.750	606	4	4	1.000	4	4	100.0	1.41	likely_legit
TARA_SAMEA4396489_MAG_00000092	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	4	4	1.000	0.750	610	4	4	1.000	0	0	100.0	0.0	likely_legit
TARA_SAMEA4396515_MAG_00000046	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	4	4	1.000	0.750	610	4	4	1.000	0	0	95.77	0.0	likely_legit
TARA_SAMEA4396941_MAG_00000048	Porticoccus sp963974675	Porticoccus	TOPC	Seawater	True	4	4	1.000	1.000	604	4	4	1.000	4	4	98.53	0.86	likely_legit
TARA_SAMEA4396988_MAG_00000101	UBA4479 sp963974935	UBA4479	TOPC	Seawater	True	4	4	0.750	0.750	603	4	4	1.000	4	4	98.01	1.0	likely_legit
TARA_SAMEA4396988_MAG_00000106	Sulfitobacter sp013139555	Sulfitobacter	TOPC	Seawater	True	4	4	1.000	0.500	602	4	4	1.000	3	4	97.87	7.5	likely_legit
TARA_SAMEA4397023_MAG_00000020	Halopseudomonas pelagia	Halopseudomonas	TOPC	Seawater	True	4	4	0.750	1.000	579	4	4	1.000	2	3	96.43	0.92	likely_legit
TARA_SAMEA4397023_MAG_00000028	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	3	4	1.000	0.750	610	4	4	1.000	3	3	91.7	1.24	likely_legit
TARA_SAMEA4397023_MAG_00000063	Vreelandella glaciei	Vreelandella	TOPC	Seawater	True	4	4	1.000	1.000	764	4	4	1.000	0	0	93.45	2.9	likely_legit
TARA_SAMEA4397023_MAG_00000107	UBA4479 sp963974935	UBA4479	TOPC	Seawater	True	4	4	0.750	0.250	441	4	4	1.000	3	3	77.79	1.82	likely_legit
TARA_SAMEA4397118_MAG_00000022	Unknown Sulfitobacter	Sulfitobacter	TOPC	Seawater	True	4	4	0.750	1.000	606	4	4	1.000	4	4	96.37	0.7	likely_legit
TARA_SAMEA4397118_MAG_00000032	Marinobacter sp002707215	Marinobacter	TOPC	Seawater	True	4	4	0.500	0.750	601	4	4	1.000	2	2	84.48	0.0	uncertain
TARA_SAMEA4397118_MAG_00000038	GCA-2746425 sp963974065	GCA-2746425	TOPC	Seawater	True	4	4	0.250	0.500	608	3	4	0.750	2	3	98.59	0.0	likely_artifact
TARA_SAMEA4397118_MAG_00000039	CAXBMB01 sp963976695	CAXBMB01	TOPC	Seawater	True	4	4	1.000	0.750	618	4	4	1.000	4	4	100.0	0.0	likely_legit
TARA_SAMEA4397118_MAG_00000059	UBA4479 sp963974935	UBA4479	TOPC	Seawater	True	4	4	0.750	0.750	603	4	4	1.000	1	1	88.18	0.5	likely_legit
TARA_SAMEA4397174_MAG_00000022	Unknown Hyphomonas	Hyphomonas	TOPC	Seawater	True	4	4	1.000	1.000	610	4	4	1.000	1	1	98.59	0.0	likely_legit
TARA_SAMEA4397174_MAG_00000038	JACKII01 sp963974445	JACKII01	TOPC	Seawater	True	4	4	0.500	1.000	598	4	4	1.000	3	4	94.36	1.79	uncertain
TARA_SAMEA4397174_MAG_00000052	Unknown Sulfitobacter	Sulfitobacter	TOPC	Seawater	True	4	4	0.750	1.000	606	4	4	1.000	3	3	93.45	0.97	likely_legit
TARA_SAMEA4397174_MAG_00000096	CAXBJY01 sp963976285	CAXBJY01	TOPC	Seawater	True	4	4	0.750	0.500	586	4	4	1.000	4	4	88.73	4.23	likely_legit
TARA_SAMEA4397174_MAG_00000108	Sulfitobacter sp963976125	Sulfitobacter	TOPC	Seawater	True	4	4	1.000	0.750	602	4	4	1.000	4	4	50.49	0.0	likely_legit
TARA_SAMEA4397174_MAG_00000111	CAXBMB01 sp963976695	CAXBMB01	TOPC	Seawater	True	4	4	1.000	0.750	519	4	4	1.000	3	3	79.15	0.52	likely_legit
TARA_SAMEA4397215_MAG_00000024	UBA4479 sp963974935	UBA4479	TOPC	Seawater	True	4	4	0.750	0.750	603	4	4	1.000	3	3	96.52	1.0	likely_legit
TARA_SAMEA4397215_MAG_00000033	Marinobacter sp002707215	Marinobacter	TOPC	Seawater	True	3	4	0.500	0.750	601	4	4	1.000	0	0	84.48	0.0	uncertain
TARA_SAMEA4397215_MAG_00000150	Unknown Sulfitobacter	Sulfitobacter	TOPC	Seawater	True	4	4	0.750	1.000	606	4	4	1.000	3	3	96.3	0.64	likely_legit
TARA_SAMEA4397255_MAG_00000003	Unknown Pseudorhodobacter	Pseudorhodobacter	TOPC	Seawater	True	4	4	0.750	0.500	598	3	4	0.750	1	2	78.35	0.86	likely_legit
TARA_SAMEA4397255_MAG_00000030	Motiliproteus sp963974645	Motiliproteus	TOPC	Seawater	True	4	4	1.000	0.750	575	4	4	1.000	4	4	100.0	0.0	likely_legit
TARA_SAMEA4397295_MAG_00000028	Marinobacter sp002707215	Marinobacter	TOPC	Seawater	True	3	4	0.500	0.750	601	4	4	1.000	0	0	83.79	0.0	uncertain
TARA_SAMEA4397295_MAG_00000114	Porticoccus sp963974675	Porticoccus	TOPC	Seawater	True	4	4	1.000	1.000	604	4	4	1.000	0	0	90.14	0.0	likely_legit
TARA_SAMEA4397295_MAG_00000119	JACKII01 sp963974445	JACKII01	TOPC	Seawater	True	4	4	0.750	1.000	598	4	4	1.000	0	0	93.12	1.24	likely_legit
TARA_SAMEA4397330_MAG_00000004	Porticoccus sp963974675	Porticoccus	TOPC	Seawater	True	4	4	1.000	1.000	604	4	4	1.000	0	0	100.0	0.0	likely_legit
TARA_SAMEA4397330_MAG_00000032	Panacagrimonas sp963975245	Panacagrimonas	TOPC	Seawater	True	4	4	0.000	0.000	237	2	4	0.500	2	4	80.34	1.68	likely_artifact
TARA_SAMEA4397330_MAG_00000060	Unknown Sulfitobacter	Sulfitobacter	TOPC	Seawater	True	4	4	0.750	1.000	606	4	4	1.000	0	0	98.4	0.64	likely_legit
TARA_SAMEA4397330_MAG_00000062	Sulfitobacter sp011050655	Sulfitobacter	TOPC	Seawater	True	3	4	0.750	0.250	484	3	4	0.750	1	1	66.2	8.45	likely_legit
TARA_SAMEA4397330_MAG_00000067	JACKII01 sp963974445	JACKII01	TOPC	Seawater	True	4	4	0.750	0.750	596	4	4	1.000	2	2	92.45	0.75	likely_legit
TARA_SAMEA4397330_MAG_00000116	Unknown JAJFHR01	JAJFHR01	TOPC	Seawater	True	4	4	0.500	0.750	604	4	4	1.000	4	4	87.95	1.1	uncertain
TARA_SAMEA4397363_MAG_00000010	Hyphomonas sp963973995	Hyphomonas	TOPC	Seawater	True	4	4	0.500	0.500	610	3	4	0.750	2	3	78.85	1.3	uncertain
TARA_SAMEA4397363_MAG_00000029	Porticoccus sp963974675	Porticoccus	TOPC	Seawater	True	4	4	1.000	1.000	604	4	4	1.000	2	2	99.48	1.23	likely_legit
TARA_SAMEA4397363_MAG_00000096	CAXBJY01 sp963976285	CAXBJY01	TOPC	Seawater	True	4	4	0.750	0.750	592	4	4	1.000	0	0	87.32	7.04	likely_legit
TARA_SAMEA4397409_MAG_00000014	Unknown Sulfitobacter	Sulfitobacter	TOPC	Seawater	True	4	4	0.750	1.000	606	4	4	1.000	4	4	96.63	2.14	likely_legit
TARA_SAMEA4397409_MAG_00000021	Porticoccus sp963974675	Porticoccus	TOPC	Seawater	True	3	4	1.000	1.000	604	4	4	1.000	2	2	92.59	5.47	likely_legit
TARA_SAMEA4397409_MAG_00000032	Motiliproteus sp963974645	Motiliproteus	TOPC	Seawater	True	4	4	1.000	0.750	575	4	4	1.000	4	4	87.32	2.82	likely_legit
TARA_SAMEA4397445_MAG_00000061	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	3	4	1.000	0.750	610	4	4	1.000	0	0	97.18	0.0	likely_legit
TARA_SAMEA4397489_MAG_00000101	Marinobacter sp018066865	Marinobacter	TOPC	Seawater	True	3	4	0.500	0.750	600	4	4	1.000	3	3	94.56	0.37	uncertain
TARA_SAMEA4397489_MAG_00000139	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	3	4	1.000	0.750	610	4	4	1.000	0	0	100.0	0.0	likely_legit
TARA_SAMEA4397489_MAG_00000164	UBA1479 sp963976055	UBA1479	TOPC	Seawater	True	4	4	1.000	0.500	604	4	4	1.000	4	4	60.14	1.72	likely_legit
TARA_SAMEA4397489_MAG_00000178	CAXBJY01 sp963976285	CAXBJY01	TOPC	Seawater	True	4	4	0.750	0.500	575	4	4	1.000	2	2	73.78	4.04	likely_legit
TARA_SAMEA4397536_MAG_00000039	Sulfitobacter sp013139555	Sulfitobacter	TOPC	Seawater	True	4	4	1.000	0.500	602	4	4	1.000	1	1	98.4	0.48	likely_legit
TARA_SAMEA4397586_MAG_00000026	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	3	4	1.000	0.750	610	4	4	1.000	0	0	90.8	0.32	likely_legit
TARA_SAMEA4397586_MAG_00000055	Unknown Parvibaculum	Parvibaculum	TOPC	Seawater	True	4	4	0.500	0.250	468	4	4	1.000	3	4	83.73	1.3	uncertain
TARA_SAMEA4397627_MAG_00000063	Sulfitobacter sp011050655	Sulfitobacter	TOPC	Seawater	True	3	4	0.750	0.250	484	3	4	0.750	0	0	88.42	5.28	likely_legit
TARA_SAMEA4397666_MAG_00000034	Marinobacter sp002707215	Marinobacter	TOPC	Seawater	True	3	4	0.250	0.500	597	4	4	1.000	3	3	93.36	0.66	likely_artifact
TARA_SAMEA4397722_MAG_00000015	Sulfitobacter sp011050655	Sulfitobacter	TOPC	Seawater	True	3	4	0.500	0.500	581	4	4	1.000	2	2	76.71	1.6	uncertain
TARA_SAMEA4397747_MAG_00000066	UBA1479 sp963976055	UBA1479	TOPC	Seawater	True	4	4	1.000	0.500	604	4	4	1.000	0	0	69.83	0.0	likely_legit
TARA_SAMEA4397747_MAG_00000086	Unknown Parvibaculum	Parvibaculum	TOPC	Seawater	True	4	4	0.750	0.750	581	4	4	1.000	2	2	73.02	0.87	likely_legit
TARA_SAMEA4397772_MAG_00000025	Marinobacter sp018066865	Marinobacter	TOPC	Seawater	True	3	4	0.500	0.750	600	4	4	1.000	2	2	82.76	0.0	uncertain
TARA_SAMEA4397815_MAG_00000035	Hyphomonas sp002414505	Hyphomonas	TOPC	Seawater	True	3	4	1.000	0.750	610	4	4	1.000	0	0	81.38	0.0	likely_legit
TARA_SAMEA4397920_MAG_00000030	Unknown Pseudorhodobacter	Pseudorhodobacter	TOPC	Seawater	True	4	4	0.750	0.500	572	3	4	0.750	3	4	83.75	0.88	likely_legit
TARA_SAMEA4397920_MAG_00000065	CAXBJY01 sp963976285	CAXBJY01	TOPC	Seawater	True	4	4	0.250	0.000	286	4	4	1.000	4	4	57.3	1.97	likely_artifact
TARA_SAMEA4398027_MAG_00000072	Hoeflea_A sp029212415	Hoeflea_A	TOPC	Seawater	True	4	4	0.500	0.500	608	4	4	1.000	2	3	97.03	0.58	uncertain
TARA_SAMEA4398238_MAG_00000050	Vreelandella glaciei	Vreelandella	TOPC	Seawater	True	4	4	1.000	1.000	764	4	4	1.000	0	0	98.59	0.0	likely_legit
TARA_SAMEA4398238_MAG_00000055	Parazoarcus communis_A	Parazoarcus	TOPC	Seawater	True	4	4	1.000	1.000	595	4	4	1.000	4	4	91.93	1.69	likely_legit
TARA_SAMEA4398266_MAG_00000039	Sulfitobacter sp011050655	Sulfitobacter	TOPC	Seawater	True	3	4	0.500	0.250	484	4	4	1.000	2	3	94.39	1.22	uncertain
TARA_SAMEA4398315_MAG_00000030	Hyphomonas sp963973995	Hyphomonas	TOPC	Seawater	True	3	4	0.750	0.750	610	3	4	0.750	3	3	56.38	0.86	likely_legit
TARA_SAMEA4398360_MAG_00000032	Halopseudomonas pelagia	Halopseudomonas	TOPC	Seawater	True	4	4	0.750	1.000	579	4	4	1.000	0	0	95.38	7.45	likely_legit
TARA_SAMEA4398360_MAG_00000135	CAISIP01 sp963974265	CAISIP01	TOPC	Seawater	True	4	4	0.250	0.250	474	4	4	1.000	3	4	100.0	1.41	likely_artifact
TARA_SAMEA4398387_MAG_00000074	Marinobacter flavimaris	Marinobacter	TOPC	Seawater	True	3	4	0.750	0.500	511	4	4	1.000	3	3	91.74	0.8	likely_legit
TARA_SAMEA4398387_MAG_00000086	GCA-2746425 sp963974065	GCA-2746425	TOPC	Seawater	True	3	4	0.500	0.500	595	3	4	0.750	2	3	100.0	0.0	uncertain
TARA_SAMEA4398432_MAG_00000074	Parazoarcus communis_A	Parazoarcus	TOPC	Seawater	True	4	4	1.000	1.000	600	4	4	1.000	1	1	100.0	1.97	likely_legit
TARA_SAMEA4398432_MAG_00000081	Vreelandella glaciei	Vreelandella	TOPC	Seawater	True	4	4	1.000	1.000	766	4	4	1.000	4	4	70.17	0.0	likely_legit
TARA_SAMEA6001594_MAG_00000099	UBA868 sp002477475	UBA868	TPAC	Seawater	True	4	4	0.000	0.000	186	3	4	0.750	2	3	78.04	3.05	likely_artifact
TARA_SAMEA6003377_MAG_00000014	Unknown JAKSDN01	Unknown JAKSDN01	TPAC	Hydrozoa tissue	True	4	4	0.750	0.500	599	4	4	1.000	4	4	98.59	4.23	likely_legit
TARA_SAMEA6003996_MAG_00000175	UBA1479 sp913030825	UBA1479	TPAC	Seawater	True	4	4	0.500	0.250	480	4	4	1.000	1	2	95.54	1.74	uncertain
TARA_SAMEA6004291_MAG_00000030	Unknown JAKSDN01	Unknown JAKSDN01	TPAC	Hydrozoa tissue	True	4	4	1.000	0.750	600	4	4	1.000	2	2	97.18	4.23	likely_legit
TARA_SAMEA6004291_MAG_00000037	Unknown JANQMX01	JANQMX01	TPAC	Hydrozoa tissue	True	4	4	0.750	0.750	613	4	4	1.000	4	4	99.35	1.74	likely_legit
TARA_SAMEA6004500_MAG_00000031	Pseudooceanicola_C lipolyticus	Pseudooceanicola_C	TPAC	Seawater	True	4	4	0.250	0.500	588	3	4	0.750	2	3	85.37	1.28	likely_artifact
TARA_SAMEA6004635_MAG_00000323	Hyphococcus sp002704915	Hyphococcus	TPAC	Seawater	True	4	4	1.000	1.000	627	4	4	1.000	0	0	97.5	1.7	likely_legit
TARA_SAMEA6004930_MAG_00000038	Unknown JAKSDN01	Unknown JAKSDN01	TPAC	Hydrozoa tissue	True	4	4	1.000	0.750	600	4	4	1.000	4	4	96.52	3.04	likely_legit
TARA_SAMEA6004930_MAG_00000046	Unknown Kordiimonadaceae	Unknown Kordiimonadaceae	TPAC	Hydrozoa tissue	True	4	4	1.000	0.500	605	4	4	1.000	4	4	90.62	1.84	likely_legit
