cluster_id	n_genomes	n_studies	n_classes	top_genus
OMDBv2.0_AA_G_NR100_000072729996	4	3	2	HK1
OMDBv2.0_AA_G_NR100_000053959872	4	3	3	JAHEKE01
OMDBv2.0_AA_G_NR100_000083342167	4	3	1	Yoonia
OMDBv2.0_AA_G_NR100_000077518844	4	1	1	HIMB30
OMDBv2.0_AA_G_NR100_000051618539	4	2	1	Herminiimonas
OMDBv2.0_AA_G_NR100_000043855040	4	3	1	JAJDOD01
OMDBv2.0_AA_G_NR100_000160600272	4	2	1	JARRKU01
OMDBv2.0_AA_G_NR100_000242651788	4	2	1	Sheuella
OMDBv2.0_AA_G_NR100_000148745258	4	3	1	Variovorax
OMDBv2.0_AA_G_NR100_000054085929	4	1	1	JBCBKL01
OMDBv2.0_AA_G_NR100_000202680987	4	3	1	UBA4582
OMDBv2.0_AA_G_NR100_000167142335	4	3	1	JAJDOD01
OMDBv2.0_AA_G_NR100_000110673911	4	4	1	Zhongshania
OMDBv2.0_AA_G_NR100_000173637353	4	3	1	Eutrophovita
OMDBv2.0_AA_G_NR100_000037759027	4	4	1	Pelomonas
OMDBv2.0_AA_G_NR100_000169995954	4	1	2	Unknown HK1
OMDBv2.0_AA_G_NR100_000102479243	4	1	1	Limnobacter
OMDBv2.0_AA_G_NR100_000170100855	4	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000010500482	4	1	1	Unknown JAJPIJ01
OMDBv2.0_AA_G_NR100_000227894134	4	2	1	Unknown Maricaulaceae
OMDBv2.0_AA_G_NR100_000000546619	4	3	1	Nocardioides
OMDBv2.0_AA_G_NR100_000246161440	4	2	1	Paraburkholderia
OMDBv2.0_AA_G_NR100_000125151705	4	2	1	Desulfoluna
OMDBv2.0_AA_G_NR100_000113457990	4	1	1	Octadecabacter
OMDBv2.0_AA_G_NR100_000170100522	4	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000238828811	4	1	1	Unknown GCA-2729495
OMDBv2.0_AA_G_NR100_000103695116	4	3	1	Mxb001
OMDBv2.0_AA_G_NR100_000200398314	4	1	1	CAXBJY01
OMDBv2.0_AA_G_NR100_000038331368	4	2	1	Permianibacter
OMDBv2.0_AA_G_NR100_000209078016	4	2	1	Litorivicinus
OMDBv2.0_AA_G_NR100_000076036294	4	3	1	Opacimonas
OMDBv2.0_AA_G_NR100_000021979939	4	3	1	LFER01
OMDBv2.0_AA_G_NR100_000156141846	4	4	1	Qipengyuania
OMDBv2.0_AA_G_NR100_000218853578	4	3	1	JACKIG01
OMDBv2.0_AA_G_NR100_000196613271	4	1	1	Albimonas
OMDBv2.0_AA_G_NR100_000198774117	4	1	1	JBAJNL01
OMDBv2.0_AA_G_NR100_000234679953	4	2	1	Oceanicella
OMDBv2.0_AA_G_NR100_000001208570	4	4	1	Shimia_B
OMDBv2.0_AA_G_NR100_000209529325	4	1	1	Unknown Tepidamorphaceae
OMDBv2.0_AA_G_NR100_000041282157	4	2	1	JAKSBY01
OMDBv2.0_AA_G_NR100_000194363475	4	3	1	GCA-2720935
OMDBv2.0_AA_G_NR100_000142347834	4	2	1	Pacificimonas
OMDBv2.0_AA_G_NR100_000194845864	4	3	1	TMED2
OMDBv2.0_AA_G_NR100_000146496166	4	2	1	DAOMNN01
OMDBv2.0_AA_G_NR100_000146717032	4	3	1	Chachezhania
OMDBv2.0_AA_G_NR100_000037954587	4	1	1	W-Chloroflexi-9
OMDBv2.0_AA_G_NR100_000202371045	4	3	1	Unknown UBA2964
OMDBv2.0_AA_G_NR100_000107550556	4	1	1	CANNCV01
OMDBv2.0_AA_G_NR100_000229438576	4	1	1	Qipengyuania
OMDBv2.0_AA_G_NR100_000015867321	4	2	1	Methylobacterium
OMDBv2.0_AA_G_NR100_000205725554	4	1	1	Unknown GCA-2720935
OMDBv2.0_AA_G_NR100_000229414438	4	1	1	Unknown Sphingomonadaceae
OMDBv2.0_AA_G_NR100_000069399786	4	3	1	Robiginitomaculum_B
OMDBv2.0_AA_G_NR100_000162877525	4	2	1	CAJQKF01
OMDBv2.0_AA_G_NR100_000201114472	4	2	1	UBA2705
OMDBv2.0_AA_G_NR100_000226239842	4	4	1	RFZI01
OMDBv2.0_AA_G_NR100_000197423157	4	1	1	Roseovarius
OMDBv2.0_AA_G_NR100_000148920976	4	3	1	Cohaesibacter
OMDBv2.0_AA_G_NR100_000221911252	4	3	1	Unknown J153
OMDBv2.0_AA_G_NR100_000029359820	4	4	1	Ralstonia
OMDBv2.0_AA_G_NR100_000144587825	4	2	1	Hyphococcus
OMDBv2.0_AA_G_NR100_000231680455	4	3	1	JAVJUV01
OMDBv2.0_AA_G_NR100_000126030446	4	3	1	Loktanella
OMDBv2.0_AA_G_NR100_000149994807	4	3	1	Yoonia
OMDBv2.0_AA_G_NR100_000151503650	4	3	1	Sphingobium
OMDBv2.0_AA_G_NR100_000175532324	4	3	1	Halioxenophilus
OMDBv2.0_AA_G_NR100_000152234798	4	3	1	Aquibium
OMDBv2.0_AA_G_NR100_000229778186	4	4	1	Qipengyuania
OMDBv2.0_AA_G_NR100_000187010785	4	2	1	Ponticaulis
OMDBv2.0_AA_G_NR100_000006929605	4	1	1	Unknown SMXS01
OMDBv2.0_AA_G_NR100_000043575205	4	2	1	JASJEC01
OMDBv2.0_AA_G_NR100_000223891436	4	1	1	Unknown Tethybacterales
OMDBv2.0_AA_G_NR100_000009541859	4	1	1	SZUA-186
OMDBv2.0_AA_G_NR100_000165361952	4	4	1	UBA2767
OMDBv2.0_AA_G_NR100_000040367132	4	2	1	Hydrogenophaga
OMDBv2.0_AA_G_NR100_000197080496	4	3	1	Xanthobacter
OMDBv2.0_AA_G_NR100_000106874492	4	2	1	Erythrobacter
OMDBv2.0_AA_G_NR100_000159802633	4	2	1	Pelagibacter
OMDBv2.0_AA_G_NR100_000147457591	4	1	1	Croceicoccus
OMDBv2.0_AA_G_NR100_000159605603	4	1	1	28-YEA-48
OMDBv2.0_AA_G_NR100_000137319309	4	1	1	Asticcacaulis
OMDBv2.0_AA_G_NR100_000170461710	4	2	2	Unknown HK1
OMDBv2.0_AA_G_NR100_000196523558	4	1	1	GCA-2700365
OMDBv2.0_AA_G_NR100_000166648105	4	2	2	Thiosocius
OMDBv2.0_AA_G_NR100_000072311382	4	1	1	JASJEC01
OMDBv2.0_AA_G_NR100_000151512044	4	3	1	Parvularcula
OMDBv2.0_AA_G_NR100_000043627154	4	3	1	Desulfopila_A
OMDBv2.0_AA_G_NR100_000040999767	4	2	1	Desulfobacula
OMDBv2.0_AA_G_NR100_000043659319	4	3	1	JARFQH01
OMDBv2.0_AA_G_NR100_000054087379	4	1	1	JBCBKL01
OMDBv2.0_AA_G_NR100_000106792170	4	2	1	Granulosicoccus
OMDBv2.0_AA_G_NR100_000140720659	4	2	1	Actibacterium_A
OMDBv2.0_AA_G_NR100_000035825823	4	3	1	Comamonas
OMDBv2.0_AA_G_NR100_000006845642	4	2	1	SG8-39
OMDBv2.0_AA_G_NR100_000163028239	4	2	1	CAJQPC01
OMDBv2.0_AA_G_NR100_000140286898	4	3	1	Methyloceanibacter
OMDBv2.0_AA_G_NR100_000139323031	4	1	1	Rhodovulum
OMDBv2.0_AA_G_NR100_000140945955	4	1	1	Thiocapsa
OMDBv2.0_AA_G_NR100_000199830101	4	2	1	Halopseudomonas
OMDBv2.0_AA_G_NR100_000059657318	3	3	1	SZUA-1055
OMDBv2.0_AA_G_NR100_000195164648	3	2	1	Unknown CAIRSR01
OMDBv2.0_AA_G_NR100_000186602762	3	3	1	Halopseudomonas
OMDBv2.0_AA_G_NR100_000042615954	3	3	1	Tateyamaria
OMDBv2.0_AA_G_NR100_000175224412	3	1	1	Ketobacter
OMDBv2.0_AA_G_NR100_000207987485	3	2	1	Hyphomonas
OMDBv2.0_AA_G_NR100_000193837626	3	1	1	UBA12223
OMDBv2.0_AA_G_NR100_000184969845	3	2	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000067492211	3	2	1	JALVZP01
OMDBv2.0_AA_G_NR100_000241329866	3	1	1	JAGMCJ01
OMDBv2.0_AA_G_NR100_000052956743	3	2	1	B5-G16
OMDBv2.0_AA_G_NR100_000130842534	3	1	1	Unknown JAHFPR01
OMDBv2.0_AA_G_NR100_000026600278	3	3	1	JAVJQK01
OMDBv2.0_AA_G_NR100_000058921936	3	2	3	GCA-2686265
OMDBv2.0_AA_G_NR100_000059373341	3	2	1	Unknown UBA796
OMDBv2.0_AA_G_NR100_000243023823	3	3	1	Loktanella
OMDBv2.0_AA_G_NR100_000023029902	3	3	1	Rossellomorea
OMDBv2.0_AA_G_NR100_000162924087	3	2	1	NORP324
OMDBv2.0_AA_G_NR100_000021926763	3	3	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000022985091	3	2	1	Bacillus_CG
OMDBv2.0_AA_G_NR100_000069664914	3	2	1	Marinobacterium_E
OMDBv2.0_AA_G_NR100_000211067383	3	2	1	GCA-2707495
OMDBv2.0_AA_G_NR100_000080189951	3	2	1	JAGNRR01
OMDBv2.0_AA_G_NR100_000162287275	3	2	1	CAJQPC01
OMDBv2.0_AA_G_NR100_000187024365	3	1	1	GCA-2699025
OMDBv2.0_AA_G_NR100_000151648922	3	2	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000160267057	3	3	1	Microscilla
OMDBv2.0_AA_G_NR100_000129558089	3	2	1	Poriferihabitans
OMDBv2.0_AA_G_NR100_000197250256	3	1	1	Gordonia
OMDBv2.0_AA_G_NR100_000141617284	3	1	1	Rhodococcus_F
OMDBv2.0_AA_G_NR100_000178695393	3	1	1	Unknown WYAZ01
OMDBv2.0_AA_G_NR100_000195190390	3	2	1	Marinobacterium_D
OMDBv2.0_AA_G_NR100_000200615752	3	1	1	Motiliproteus
OMDBv2.0_AA_G_NR100_000213132246	3	2	1	Unknown JAJDZL01
OMDBv2.0_AA_G_NR100_000201295328	3	2	1	Unknown CSBR16-224
OMDBv2.0_AA_G_NR100_000229781560	3	1	1	TYQ2
OMDBv2.0_AA_G_NR100_000235729258	3	2	1	Eutrophobius
OMDBv2.0_AA_G_NR100_000238848855	3	1	1	PALSA-926
OMDBv2.0_AA_G_NR100_000041325372	3	2	1	Desulfobacula
OMDBv2.0_AA_G_NR100_000001723220	3	1	1	UBA9042
OMDBv2.0_AA_G_NR100_000007633408	3	2	1	JBGSLA01
OMDBv2.0_AA_G_NR100_000081614047	3	1	1	JBDNBY01
OMDBv2.0_AA_G_NR100_000000321644	3	3	1	CATLTV01
OMDBv2.0_AA_G_NR100_000150198439	3	1	1	Nitrincola
OMDBv2.0_AA_G_NR100_000165456830	3	2	1	Amycolatopsis
OMDBv2.0_AA_G_NR100_000174894900	3	3	1	JAXMNT01
OMDBv2.0_AA_G_NR100_000155596435	3	1	1	GCA-2712005
OMDBv2.0_AA_G_NR100_000019417395	3	1	1	JAPYTK01
OMDBv2.0_AA_G_NR100_000136302947	3	1	1	Rhodococcus_F
OMDBv2.0_AA_G_NR100_000141297617	3	1	1	Croceicoccus
OMDBv2.0_AA_G_NR100_000243727911	3	3	1	JADFQT01
OMDBv2.0_AA_G_NR100_000000768580	3	3	1	Ketobacter
OMDBv2.0_AA_G_NR100_000164389621	3	2	1	GCA-2731375
OMDBv2.0_AA_G_NR100_000045132504	3	2	1	Unknown UBA1845
OMDBv2.0_AA_G_NR100_000144563529	3	1	1	Acinetobacter
OMDBv2.0_AA_G_NR100_000159013722	3	2	1	GCA-2712005
OMDBv2.0_AA_G_NR100_000172152721	3	2	1	Ketobacter
OMDBv2.0_AA_G_NR100_000242835326	3	1	1	Sandarakinorhabdus
OMDBv2.0_AA_G_NR100_000041742630	3	3	1	JAKSDK01
OMDBv2.0_AA_G_NR100_000227730184	3	1	1	Unknown Trueperaceae
OMDBv2.0_AA_G_NR100_000246189947	3	2	1	CAJWOS01
OMDBv2.0_AA_G_NR100_000000165200	3	3	1	JASMHE01
OMDBv2.0_AA_G_NR100_000030261043	3	2	1	Bradyrhizobium
OMDBv2.0_AA_G_NR100_000194617898	3	2	1	UBA6929
OMDBv2.0_AA_G_NR100_000155372480	3	3	1	UBA2638
OMDBv2.0_AA_G_NR100_000172390195	3	2	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000006771728	3	3	2	JARGPN01
OMDBv2.0_AA_G_NR100_000085481984	3	2	1	Luminiphilus
OMDBv2.0_AA_G_NR100_000226555133	3	1	1	UBA1672
OMDBv2.0_AA_G_NR100_000007424818	3	1	1	DAOUET01
OMDBv2.0_AA_G_NR100_000040359193	3	2	1	Unknown Ketobacteraceae
OMDBv2.0_AA_G_NR100_000101219616	3	2	1	JAQWRV01
OMDBv2.0_AA_G_NR100_000207838723	3	3	1	GCA-2720935
OMDBv2.0_AA_G_NR100_000041553024	3	2	1	Isoalcanivorax
OMDBv2.0_AA_G_NR100_000077180211	3	3	1	Neoroseomonas
OMDBv2.0_AA_G_NR100_000203252350	3	2	1	Unknown UBA6615
OMDBv2.0_AA_G_NR100_000178675981	3	1	1	JAAESI01
OMDBv2.0_AA_G_NR100_000132150451	3	2	1	Chroogloeocystis
OMDBv2.0_AA_G_NR100_000247062344	3	3	1	Nitrosomaritimum
OMDBv2.0_AA_G_NR100_000056987555	3	2	1	Sva-25
OMDBv2.0_AA_G_NR100_000206718019	3	2	1	GCA-2708415
OMDBv2.0_AA_G_NR100_000201951365	3	2	1	Vreelandella
OMDBv2.0_AA_G_NR100_000221440010	3	3	1	UBA4479
OMDBv2.0_AA_G_NR100_000118448335	3	1	1	Unknown MPNO01
OMDBv2.0_AA_G_NR100_000043800180	3	2	1	JANQNX01
OMDBv2.0_AA_G_NR100_000170171775	3	1	1	Schlegelella_A
OMDBv2.0_AA_G_NR100_000138889548	3	2	1	Pseudodonghicola
OMDBv2.0_AA_G_NR100_000170070454	3	2	1	Jhaorihella
OMDBv2.0_AA_G_NR100_000006983945	3	2	1	JAABQT01
OMDBv2.0_AA_G_NR100_000079050236	3	3	1	Acinetobacter
OMDBv2.0_AA_G_NR100_000183184329	3	3	2	Alteromonas_E
OMDBv2.0_AA_G_NR100_000203950353	3	3	1	Rubrivivax
OMDBv2.0_AA_G_NR100_000036761771	3	2	2	Paracoccus
OMDBv2.0_AA_G_NR100_000136539553	3	1	1	Rhizorhabdus
OMDBv2.0_AA_G_NR100_000143731318	3	1	1	Vibrio
OMDBv2.0_AA_G_NR100_000006987505	3	1	1	Pseudolabrys
OMDBv2.0_AA_G_NR100_000019176620	3	2	1	Shewanella
OMDBv2.0_AA_G_NR100_000101381387	3	3	1	JAJDZL01
OMDBv2.0_AA_G_NR100_000174755834	3	3	1	Seohaeicola
OMDBv2.0_AA_G_NR100_000045695364	3	2	2	Eutrophobius
OMDBv2.0_AA_G_NR100_000078937820	3	1	1	JANSYL01
OMDBv2.0_AA_G_NR100_000053847496	3	1	1	JAJFHM01
OMDBv2.0_AA_G_NR100_000080394383	3	2	1	CAJWOS01
OMDBv2.0_AA_G_NR100_000127389429	3	2	1	HRBIN39
OMDBv2.0_AA_G_NR100_000142739358	3	2	1	Actibacterium_B
OMDBv2.0_AA_G_NR100_000145284810	3	1	1	Azospira
OMDBv2.0_AA_G_NR100_000006995143	3	1	1	UBA11574
OMDBv2.0_AA_G_NR100_000008595057	3	2	1	DT-91
OMDBv2.0_AA_G_NR100_000038269038	3	1	1	JACKKV01
OMDBv2.0_AA_G_NR100_000136487054	3	2	1	Methylibium
OMDBv2.0_AA_G_NR100_000148238621	3	2	1	Legionella_D
OMDBv2.0_AA_G_NR100_000157979046	3	2	1	Pseudonocardia
OMDBv2.0_AA_G_NR100_000163926365	3	3	1	Amylibacter
OMDBv2.0_AA_G_NR100_000078964485	3	3	1	Unknown Ga0077536
OMDBv2.0_AA_G_NR100_000104123146	3	3	1	UBA3439
OMDBv2.0_AA_G_NR100_000127326303	3	1	1	S012-89
OMDBv2.0_AA_G_NR100_000140955500	3	1	1	Ruegeria
OMDBv2.0_AA_G_NR100_000145473754	3	2	2	Agrobacterium
OMDBv2.0_AA_G_NR100_000160724159	3	1	1	Litorivita
OMDBv2.0_AA_G_NR100_000229730933	3	1	1	Hasllibacter
OMDBv2.0_AA_G_NR100_000054752084	3	2	1	JBEPTK01
OMDBv2.0_AA_G_NR100_000065127162	3	2	1	JACNJU01
OMDBv2.0_AA_G_NR100_000148944135	3	2	1	Luteithermobacter
OMDBv2.0_AA_G_NR100_000149110331	3	3	1	Vannielia
OMDBv2.0_AA_G_NR100_000170328296	3	3	1	UBA1847
OMDBv2.0_AA_G_NR100_000245340135	3	2	1	Simplicispira
OMDBv2.0_AA_G_NR100_000248964113	3	1	1	CAKZLS01
OMDBv2.0_AA_G_NR100_000038590524	3	1	1	W-Chloroflexi-9
OMDBv2.0_AA_G_NR100_000051618014	3	2	1	Herminiimonas
OMDBv2.0_AA_G_NR100_000104541601	3	3	1	JABIRQ01
OMDBv2.0_AA_G_NR100_000145235514	3	2	1	Pararhodobacter
OMDBv2.0_AA_G_NR100_000159491906	3	3	2	SYFN01
OMDBv2.0_AA_G_NR100_000053863231	3	2	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000108298382	3	2	1	JAPPFL01
OMDBv2.0_AA_G_NR100_000148235998	3	3	1	Terasakiella
OMDBv2.0_AA_G_NR100_000196802561	3	3	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000219213673	3	3	1	Unknown Alphaproteobacteria
OMDBv2.0_AA_G_NR100_000227496928	3	1	1	Unknown JACKNK01
OMDBv2.0_AA_G_NR100_000105947184	3	2	1	JASLMY01
OMDBv2.0_AA_G_NR100_000136435486	3	2	1	Halorhodospira
OMDBv2.0_AA_G_NR100_000161867440	3	2	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000165613229	3	2	1	Comamonas
OMDBv2.0_AA_G_NR100_000104892119	3	2	1	CALINB01
OMDBv2.0_AA_G_NR100_000159434856	3	1	1	PALSA-1004
OMDBv2.0_AA_G_NR100_000159871239	3	1	1	CAXBRX01
OMDBv2.0_AA_G_NR100_000199211883	3	1	1	Amorphus
OMDBv2.0_AA_G_NR100_000213350306	3	2	1	Denitrobaculum
OMDBv2.0_AA_G_NR100_000009551864	3	1	1	UBA11222
OMDBv2.0_AA_G_NR100_000037029748	3	2	1	Telluria
OMDBv2.0_AA_G_NR100_000038936861	3	2	1	BRH-c0
OMDBv2.0_AA_G_NR100_000110674505	3	3	1	Zhongshania
OMDBv2.0_AA_G_NR100_000173058495	3	2	1	BuS5
OMDBv2.0_AA_G_NR100_000182395259	3	2	1	Telluria
OMDBv2.0_AA_G_NR100_000150108848	3	3	1	Halioglobus
OMDBv2.0_AA_G_NR100_000039814371	3	3	1	JARGOL01
OMDBv2.0_AA_G_NR100_000107432627	3	2	1	CALGNO01
OMDBv2.0_AA_G_NR100_000106186121	3	1	1	DSAD01
OMDBv2.0_AA_G_NR100_000110773534	3	3	1	Stagnimonas
OMDBv2.0_AA_G_NR100_000178645497	3	2	1	Unknown UBA9042
OMDBv2.0_AA_G_NR100_000058348475	3	1	1	JAYZAP01
OMDBv2.0_AA_G_NR100_000023167579	3	2	1	Unknown VGDC01
OMDBv2.0_AA_G_NR100_000235549375	3	2	1	Unknown Bin95
OMDBv2.0_AA_G_NR100_000099213135	3	2	1	JADFTO01
OMDBv2.0_AA_G_NR100_000030262293	3	2	1	Bradyrhizobium
OMDBv2.0_AA_G_NR100_000104123145	3	3	1	UBA3439
OMDBv2.0_AA_G_NR100_000212594054	3	1	1	Unknown Inquilinaceae
OMDBv2.0_AA_G_NR100_000014765117	3	3	1	UBA7887
OMDBv2.0_AA_G_NR100_000015274099	3	2	1	Salinivivens
OMDBv2.0_AA_G_NR100_000145320892	3	1	1	Azospirillum
OMDBv2.0_AA_G_NR100_000199424578	3	1	1	JAUIAI01
OMDBv2.0_AA_G_NR100_000199552621	3	2	1	UBA830
OMDBv2.0_AA_G_NR100_000105176558	3	2	1	NORP139
OMDBv2.0_AA_G_NR100_000105256807	3	2	1	NORP23
OMDBv2.0_AA_G_NR100_000002719103	3	1	1	UBA9042
OMDBv2.0_AA_G_NR100_000040727700	3	1	1	Unknown JAPHRK01
OMDBv2.0_AA_G_NR100_000041340127	3	2	1	Unknown UBA8366
OMDBv2.0_AA_G_NR100_000064844492	3	2	1	JABILA01
OMDBv2.0_AA_G_NR100_000226171740	3	1	1	Paremcibacter
OMDBv2.0_AA_G_NR100_000060094113	3	3	2	TMED8
OMDBv2.0_AA_G_NR100_000105218481	3	1	1	GCA-2401155
OMDBv2.0_AA_G_NR100_000161330393	3	3	1	Mf105b01
OMDBv2.0_AA_G_NR100_000178095604	3	3	1	Telluria
OMDBv2.0_AA_G_NR100_000230685959	3	1	1	CALDSD01
OMDBv2.0_AA_G_NR100_000023143462	3	3	1	Algiphilus
OMDBv2.0_AA_G_NR100_000054900294	3	2	1	JBEPTK01
OMDBv2.0_AA_G_NR100_000061312523	3	2	1	Unknown Kiloniellaceae
OMDBv2.0_AA_G_NR100_000010077226	3	1	1	Unknown JAHIVH01
OMDBv2.0_AA_G_NR100_000022295131	3	1	1	JABMNR01
OMDBv2.0_AA_G_NR100_000096540287	3	2	1	Unknown VGDC01
OMDBv2.0_AA_G_NR100_000149064096	3	2	1	Desulfobotulus
OMDBv2.0_AA_G_NR100_000006931562	3	1	1	Unknown SMXS01
OMDBv2.0_AA_G_NR100_000149267219	3	2	1	Paremcibacter
OMDBv2.0_AA_G_NR100_000207839071	3	2	1	GCA-2720935
OMDBv2.0_AA_G_NR100_000021924278	3	2	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000145791678	3	1	1	Paramagnetospirillum
OMDBv2.0_AA_G_NR100_000105255652	3	2	1	Shimia_E
OMDBv2.0_AA_G_NR100_000136370739	3	1	1	Hahella
OMDBv2.0_AA_G_NR100_000150197606	3	1	1	Nitrincola
OMDBv2.0_AA_G_NR100_000157982036	3	1	1	Pseudonocardia
OMDBv2.0_AA_G_NR100_000246664628	3	2	1	SG8-40
OMDBv2.0_AA_G_NR100_000169496225	3	1	1	Hydrogenophaga
OMDBv2.0_AA_G_NR100_000081756216	3	1	1	CAJWHX01
OMDBv2.0_AA_G_NR100_000146615994	3	1	1	Nocardioides
OMDBv2.0_AA_G_NR100_000006502656	3	3	1	Zavarzinia
OMDBv2.0_AA_G_NR100_000139657720	3	2	1	Marinobacterium_D
OMDBv2.0_AA_G_NR100_000141361242	3	3	1	Neptunomonas
OMDBv2.0_AA_G_NR100_000169595607	3	2	1	Iodobacter
OMDBv2.0_AA_G_NR100_000012499053	3	3	1	JAPUHN01
OMDBv2.0_AA_G_NR100_000041584394	3	2	1	JANQLT01
OMDBv2.0_AA_G_NR100_000038338720	3	1	1	JAPWJZ01
OMDBv2.0_AA_G_NR100_000151726917	3	2	1	Nitrosopumilus
OMDBv2.0_AA_G_NR100_000038333059	3	2	1	Permianibacter
OMDBv2.0_AA_G_NR100_000136760682	3	2	1	Halorhabdus
OMDBv2.0_AA_G_NR100_000217695322	3	3	1	Unknown J153
OMDBv2.0_AA_G_NR100_000169659598	3	3	1	JADKHE01
OMDBv2.0_AA_G_NR100_000076152688	3	2	1	LGRT01
OMDBv2.0_AA_G_NR100_000125626361	3	3	1	Limnobacter
OMDBv2.0_AA_G_NR100_000218717424	3	1	1	Pseudooceanicola_C
OMDBv2.0_AA_G_NR100_000171501451	3	3	1	Pseudomonas_E
OMDBv2.0_AA_G_NR100_000032671697	3	3	1	Cognatishimia
OMDBv2.0_AA_G_NR100_000189136125	3	2	1	Pseudohoeflea
OMDBv2.0_AA_G_NR100_000143586652	3	1	1	Ralstonia
OMDBv2.0_AA_G_NR100_000054150991	3	2	1	Microscilla
OMDBv2.0_AA_G_NR100_000162739413	3	1	1	Aquisediminimonas
OMDBv2.0_AA_G_NR100_000218309176	3	1	1	Thermohalobaculum
OMDBv2.0_AA_G_NR100_000234260057	3	1	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000154429111	3	1	1	UBA7377
OMDBv2.0_AA_G_NR100_000007098517	3	2	1	DASQQR01
OMDBv2.0_AA_G_NR100_000111004742	3	1	1	Schauerella
OMDBv2.0_AA_G_NR100_000202258467	3	3	1	Halopseudomonas
OMDBv2.0_AA_G_NR100_000008637942	3	1	1	JARRKU01
OMDBv2.0_AA_G_NR100_000115493877	3	1	1	HK1
OMDBv2.0_AA_G_NR100_000062821106	3	3	1	Pseudazoarcus
OMDBv2.0_AA_G_NR100_000238552360	3	2	1	Unknown GCA-2729495
OMDBv2.0_AA_G_NR100_000030242428	3	3	1	Cupriavidus
OMDBv2.0_AA_G_NR100_000143589775	3	1	1	Pollutimonas
OMDBv2.0_AA_G_NR100_000143409817	3	2	1	Pseudomonas_E
OMDBv2.0_AA_G_NR100_000141395733	3	1	1	Pseudomonas_E
OMDBv2.0_AA_G_NR100_000185609251	3	2	1	JASLQO01
OMDBv2.0_AA_G_NR100_000228277403	3	2	1	UBA2510
OMDBv2.0_AA_G_NR100_000019505260	3	2	1	Panacagrimonas
OMDBv2.0_AA_G_NR100_000127051455	3	3	1	SPGG2
OMDBv2.0_AA_G_NR100_000144536413	3	1	1	Solimonas_A
OMDBv2.0_AA_G_NR100_000159559221	3	2	1	SZAS-79
OMDBv2.0_AA_G_NR100_000008988919	3	1	1	Unknown Eutrophobiaceae
OMDBv2.0_AA_G_NR100_000035825821	3	2	1	Comamonas
OMDBv2.0_AA_G_NR100_000147459858	3	2	1	Inhella
OMDBv2.0_AA_G_NR100_000166209255	3	2	1	Marimicrobium
OMDBv2.0_AA_G_NR100_000056994865	3	2	1	Marimicrobium
OMDBv2.0_AA_G_NR100_000038076637	3	3	1	Nocardioides
OMDBv2.0_AA_G_NR100_000170365211	3	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000018438326	3	1	1	Psychrobium
OMDBv2.0_AA_G_NR100_000150217285	3	3	1	Ideonella
OMDBv2.0_AA_G_NR100_000036618138	3	2	1	Micavibrio_B
OMDBv2.0_AA_G_NR100_000114992539	3	2	1	Pleionea
OMDBv2.0_AA_G_NR100_000200615888	3	1	1	Motiliproteus
OMDBv2.0_AA_G_NR100_000056710736	3	3	1	Undibacterium
OMDBv2.0_AA_G_NR100_000085285354	3	3	1	Salinisphaera
OMDBv2.0_AA_G_NR100_000145648223	3	3	1	Aestuariivirga
OMDBv2.0_AA_G_NR100_000038477381	3	2	1	Thalassobaculum_A
OMDBv2.0_AA_G_NR100_000036773869	3	2	1	Glycocaulis
OMDBv2.0_AA_G_NR100_000140093417	3	1	1	Rhodococcus
OMDBv2.0_AA_G_NR100_000175119840	3	1	1	Aquisalinus
OMDBv2.0_AA_G_NR100_000141001998	3	3	1	Novosphingobium
OMDBv2.0_AA_G_NR100_000019406907	3	1	1	JAVJVX01
OMDBv2.0_AA_G_NR100_000247874576	3	3	1	JACZWN01
OMDBv2.0_AA_G_NR100_000004837172	3	1	1	Hyphomonas
OMDBv2.0_AA_G_NR100_000104374834	3	2	1	RBG-16-66-20
OMDBv2.0_AA_G_NR100_000113496927	3	1	1	Parasphingopyxis
OMDBv2.0_AA_G_NR100_000053980963	3	1	1	JAHEKE01
OMDBv2.0_AA_G_NR100_000106694125	3	1	1	Hyphomonas
OMDBv2.0_AA_G_NR100_000136372433	3	2	1	Hahella
OMDBv2.0_AA_G_NR100_000239096015	3	1	1	UBA1672
OMDBv2.0_AA_G_NR100_000245027220	3	3	2	Sulfitobacter
OMDBv2.0_AA_G_NR100_000040209522	3	2	1	Melaminivora
OMDBv2.0_AA_G_NR100_000083602221	3	2	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000147204531	3	2	1	Rhodovulum
OMDBv2.0_AA_G_NR100_000159293657	3	3	1	UBA5216
