target_id	genome	evidence_tier	protein_length	ref_accession	ref_length	pident	alnlen	evalue	qcov	tcov	length_ratio_query_to_ref
OMDBv2.0_AA_G_NR100_000008413704	ATLA15-1_SAMN03981649-S001_MAG_00000014	Catalytic triad complete	566	A0A317MQM9	568	58.600	555	2.006E-225	0.979	0.977	0.9965
OMDBv2.0_AA_G_NR100_000218560245	TARA_SAMEA6036922_MAG_00000019	Catalytic triad complete	568	A0ABT7QMG1	575	61.500	557	1.035E-233	0.960	0.969	0.9878
OMDBv2.0_AA_G_NR100_000196440492	TARA_SAMEA2623321_MAG_00000147	Catalytic triad complete	372	A0A1P8URR8	580	71.600	371	1.191E-173	0.992	0.640	0.6414
OMDBv2.0_AA_G_NR100_000151210343	RSGB23-1_GCF-011405015-V1_GENO_10000001	Catalytic triad complete	570	A0ABV3XPR9	607	67.100	565	4.646E-253	0.986	0.931	0.9390
OMDBv2.0_AA_G_NR100_000172703159	SONG20-1_SAMN10738420_MAG_00000059	Catalytic triad complete	570	A0A4R2LA25	557	61.500	550	3.613E-226	0.965	0.978	1.0233
OMDBv2.0_AA_G_NR100_000154056740	RSGB23-1_GCF-902859805-V1_GENO_10000001	Catalytic triad complete	569	A0ABM8RCV4	568	97.100	568	0.000E+00	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000156735202	SANC23-1_SAMEA110646492_MAG_00000035	HMM-supported (no triad)	480	A0A1T4WDX0	724	51.500	400	1.213E-141	0.833	0.552	0.6630
OMDBv2.0_AA_G_NR100_000032464978	BPAM22-1_SAMN08954266_MAG_00000028	Catalytic triad complete	573	A0A7W5DKW6	613	37.700	461	9.573E-92	0.791	0.752	0.9347
OMDBv2.0_AA_G_NR100_000157986742	SANC23-1_SAMEA110646515_MAG_00000064	Catalytic triad complete	574	A0A4U1L4C5	592	69.500	575	1.148E-281	0.981	0.971	0.9696
OMDBv2.0_AA_G_NR100_000149885988	RSGB23-1_GCF-007993065-V1_GENO_10000001	Catalytic triad complete	575	A0A419ACF8	753	70.800	572	4.169E-284	0.995	0.758	0.7636
OMDBv2.0_AA_G_NR100_000196515803	TARA_SAMEA2623437_MAG_00000052	Catalytic triad complete	569	U2E7P7	568	91.700	568	0.000E+00	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000028200391	BPAM22-1_SAMN07483548_MAG_00000004	HMM-supported (no triad)	236	A0A3N1XZJ2	569	55.100	234	5.942E-91	0.992	0.411	0.4148
OMDBv2.0_AA_G_NR100_000204998064	TARA_SAMEA6000771_MAG_00000076	Catalytic triad complete	305	A0A5C1E5U7	582	53.400	304	2.446E-112	0.997	0.522	0.5241
OMDBv2.0_AA_G_NR100_000085947255	LARK21-1_SAMN15782478_MAG_00000054	Catalytic triad complete	464	A0A5C1E5U7	582	53.900	457	4.280E-171	0.985	0.784	0.7973
OMDBv2.0_AA_G_NR100_000021796557	BPAM22-1_SAMN07483377_MAG_00000005	Catalytic triad complete	575	A0A5C1E5U7	582	52.100	482	1.175E-172	0.838	0.826	0.9880
OMDBv2.0_AA_G_NR100_000030674306	BPAM22-1_SAMN08953112_MAG_00000012	Catalytic triad complete	575	A0A5C1E5U7	582	52.100	482	2.199E-172	0.838	0.826	0.9880
OMDBv2.0_AA_G_NR100_000103219629	MART15-1_SAMN07357609_MAG_00000100	Catalytic triad complete	575	A0A5C1E5U7	582	52.100	482	4.590E-173	0.838	0.826	0.9880
OMDBv2.0_AA_G_NR100_000205479790	TARA_SAMEA6001156_MAG_00000006	Catalytic triad complete	575	A0A5C1E5U7	582	48.100	549	8.590E-173	0.946	0.943	0.9880
OMDBv2.0_AA_G_NR100_000219796678	TARA_SAMEA6040948_MAG_00000179	Catalytic triad complete	575	A0A5C1E5U7	582	52.100	482	3.008E-172	0.838	0.826	0.9880
OMDBv2.0_AA_G_NR100_000186240846	TARA_SAMEA2620097_MAG_00000078	Catalytic triad complete	577	A0A5C1E5U7	582	48.300	549	6.095E-172	0.943	0.943	0.9914
OMDBv2.0_AA_G_NR100_000114467687	OBRI24-1_SAMEA115094385_MAG_00000155	HMM-supported (no triad)	248	A0A3N1XZJ2	569	53.200	246	8.771E-96	0.992	0.432	0.4359
OMDBv2.0_AA_G_NR100_000137257326	RSGB23-1_GCF-000171615-V1_GENO_10000001	HMM-supported (no triad)	179	A0ABS4RF65	338	61.200	155	6.723E-63	0.860	0.459	0.5296
OMDBv2.0_AA_G_NR100_000028701137	BPAM22-1_SAMN07483565_MAG_00000076	Catalytic triad complete	437	A0A317MXT6	598	50.400	437	2.904E-151	0.993	0.731	0.7308
OMDBv2.0_AA_G_NR100_000140093417	RSGB23-1_GCF-000801125-V1_GENO_10000001	Catalytic triad complete	585	A0ABY1M6D7	584	97.400	583	0.000E+00	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000148751991	RSGB23-1_GCF-005502745-V1_GENO_10000001	Catalytic triad complete	579	A0ABU9Y4S4	579	75.100	572	7.653E-304	0.988	0.983	1.0000
OMDBv2.0_AA_G_NR100_000002644946	ALNE18-1_SAMEA104408611_MAG_00000077	Catalytic triad complete	586	A0A2V3V9L7	568	73.100	559	1.559E-285	0.944	0.984	1.0317
OMDBv2.0_AA_G_NR100_000105276382	MEYE16-2_SAMN03458688_MAG_00000051	Catalytic triad complete	552	A0ABN9JMN5	585	95.400	551	0.000E+00	0.998	0.942	0.9436
OMDBv2.0_AA_G_NR100_000192514166	TARA_SAMEA2622568_MAG_00000071	Catalytic triad complete	586	A0A222NZC7	616	66.400	578	5.201E-272	0.986	0.938	0.9513
OMDBv2.0_AA_G_NR100_000140327949	RSGB23-1_GCF-000831325-V1_GENO_10000001	Catalytic triad complete	587	A0AAX1WRL9	585	92.600	568	0.000E+00	0.968	0.971	1.0034
OMDBv2.0_AA_G_NR100_000221143197	TARA_SAMEA6043925_MAG_00000039	Catalytic triad complete	587	A0A1I0UYF1	613	63.400	575	8.725E-255	0.980	0.917	0.9576
OMDBv2.0_AA_G_NR100_000004168114	ALNE20-1_SAMEA6236691_MAG_00000065	Catalytic triad complete	588	A0AAX1WRL9	585	61.500	564	1.989E-228	0.959	0.957	1.0051
OMDBv2.0_AA_G_NR100_000043818871	CHAS20-1_SAMN14350121_MAG_00000032	Catalytic triad complete	588	A0ABP9QMY1	608	54.000	550	2.711E-204	0.935	0.905	0.9671
OMDBv2.0_AA_G_NR100_000170186560	SILV23-1_SAMEA8700021_MAG_00000023	Catalytic triad complete	588	A0A3N7HT07	543	68.300	541	1.001E-258	0.903	0.996	1.0829
OMDBv2.0_AA_G_NR100_000147630012	RSGB23-1_GCF-004103285-V1_GENO_10000001	Catalytic triad complete	589	A0ABN5CCX4	588	97.600	588	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000150161176	RSGB23-1_GCF-008630635-V1_GENO_10000001	Catalytic triad complete	581	A0A437Q7Y4	587	81.500	579	0.000E+00	0.997	0.986	0.9898
OMDBv2.0_AA_G_NR100_000141183725	RSGB23-1_GCF-001597725-V1_GENO_10000001	Catalytic triad complete	586	A0A918DMY0	579	75.500	576	2.932E-307	0.983	0.995	1.0121
OMDBv2.0_AA_G_NR100_000175238354	SUMM22-1_SAMN21164803_MAG_00000003	Catalytic triad complete	432	A0A1B0ZVH9	606	66.100	430	1.132E-190	0.993	0.710	0.7129
OMDBv2.0_AA_G_NR100_000152334953	RSGB23-1_GCF-015101885-V1_GENO_10000001	Catalytic triad complete	586	A0ABW0L494	601	80.500	599	0.000E+00	0.998	0.997	0.9750
OMDBv2.0_AA_G_NR100_000216596586	TARA_SAMEA6031042_MAG_00000017	Catalytic triad complete	589	A0AA42CDK1	605	57.300	520	1.350E-200	0.883	0.858	0.9736
OMDBv2.0_AA_G_NR100_000212205264	TARA_SAMEA6017928_MAG_00000057	Catalytic triad complete	589	A0A840XMK5	600	51.500	547	1.607E-187	0.920	0.912	0.9817
OMDBv2.0_AA_G_NR100_000146581813	RSGB23-1_GCF-003590335-V1_GENO_10000001	Catalytic triad complete	590	A0ABR9E812	589	93.500	589	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000149069785	RSGB23-1_GCF-006228385-V1_GENO_10000001	Catalytic triad complete	590	A0A6M4MD89	589	70.900	589	2.675E-298	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000203028915	TARA_SAMEA4398238_MAG_00000059	Catalytic triad complete	197	A0A069E155	562	81.600	196	2.758E-118	0.995	0.349	0.3505
OMDBv2.0_AA_G_NR100_000202751186	TARA_SAMEA4398083_MAG_00000040	Catalytic triad complete	553	A0A059G5L5	562	90.700	562	0.000E+00	0.998	1.000	0.9840
OMDBv2.0_AA_G_NR100_000189501509	TARA_SAMEA2622402_MAG_00000082	Catalytic triad complete	563	A0A069E155	562	99.800	562	0.000E+00	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000036616854	CAOS20-1_SAMN13674977-S020_MAG_00000054	Catalytic triad complete	585	A0A062VK34	562	96.400	562	0.000E+00	0.961	1.000	1.0409
OMDBv2.0_AA_G_NR100_000003800610	ALNE20-1_SAMEA6236683_MAG_00000094	Catalytic triad complete	563	A0A062VK34	562	87.300	562	0.000E+00	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000161784633	TARA_SAMEA2621528_MAG_00000003	Catalytic triad complete	563	A0A069E155	562	75.900	562	1.187E-302	0.998	1.000	1.0018
OMDBv2.0_AA_G_NR100_000228349655	WANG22-1_SAMN08714533-S088_MAG_00000028	Catalytic triad complete	563	A0A059FW23	565	74.600	556	2.580E-294	0.988	0.984	0.9965
OMDBv2.0_AA_G_NR100_000035122556	BRAK15-1_SAMN03392593_MAG_00000048	Catalytic triad complete	558	A0A6C2CHP1	545	44.600	534	6.863E-160	0.950	0.980	1.0239
OMDBv2.0_AA_G_NR100_000088992158	LUOE20-1_SAMN05991651-S001_MAG_00000036	Catalytic triad complete	577	A0A6C2CHP1	545	44.100	534	1.031E-156	0.919	0.980	1.0587
OMDBv2.0_AA_G_NR100_000045420950	COEL20-1_SAMN07406986_MAG_00000015	Catalytic triad complete	591	A0A2T6B9N3	600	64.400	583	7.171E-273	0.986	0.972	0.9850
OMDBv2.0_AA_G_NR100_000069974555	KAGO19-1_SAMD00073898_MAG_00000002	Catalytic triad complete	591	A0A2T6B9N3	600	64.600	583	1.842E-272	0.986	0.972	0.9850
OMDBv2.0_AA_G_NR100_000103431257	MART15-1_SAMN07357612_MAG_00000144	Catalytic triad complete	396	A0AAD1D6N5	590	95.400	395	6.700E-263	0.997	0.669	0.6712
OMDBv2.0_AA_G_NR100_000117656629	PANK22-1_SAMN12290592_MAG_00000006	Catalytic triad complete	589	A0A212QUP8	600	55.500	575	1.366E-209	0.964	0.958	0.9817
OMDBv2.0_AA_G_NR100_000171437250	SOLA22-1_SAMEA7060527_MAG_00000172	Catalytic triad complete	591	A0AAE3IXI3	606	59.400	577	4.669E-235	0.971	0.952	0.9752
OMDBv2.0_AA_G_NR100_000111069287	NOWI19-1_SAMN10351355_MAG_00000079	Catalytic triad complete	563	A0A1N6PWP9	582	54.200	573	2.717E-214	0.995	0.985	0.9674
OMDBv2.0_AA_G_NR100_000069254008	JOHN19-1_SAMN10217895_MAG_00000135	Catalytic triad complete	586	A0A2R8ADY8	601	58.100	592	1.335E-228	0.985	0.985	0.9750
OMDBv2.0_AA_G_NR100_000167541284	SHIN18-1_SAMEA104707376_MAG_00000011	HMM-supported (no triad)	171	A0A1M7IMG1	591	52.900	170	1.250E-59	0.988	0.288	0.2893
OMDBv2.0_AA_G_NR100_000032135307	GLAS20-1_SAMN13567174_MAG_00000016	Catalytic triad complete	592	A0A1Y5RGX7	600	54.000	579	3.969E-209	0.978	0.965	0.9867
OMDBv2.0_AA_G_NR100_000100054165	LUOR22-1_SAMEA13322679_MAG_00000023	Catalytic triad complete	592	A0A8B0SH50	679	50.200	529	9.581E-185	0.892	0.779	0.8719
OMDBv2.0_AA_G_NR100_000131440427	RSGB23-1_GCA-000214335-V2_GENO_10000001	Catalytic triad complete	590	A0A1S1HJ73	592	79.300	592	0.000E+00	0.998	1.000	0.9966
OMDBv2.0_AA_G_NR100_000145143800	RSGB23-1_GCF-003063375-V1_GENO_10000001	Catalytic triad complete	573	A0A927FDB1	571	81.000	565	4.792E-321	0.986	0.989	1.0035
OMDBv2.0_AA_G_NR100_000216642365	TARA_SAMEA6031051_MAG_00000042	Catalytic triad complete	435	A0A1G5K9D1	626	61.600	435	5.930E-174	0.993	0.695	0.6949
OMDBv2.0_AA_G_NR100_000019176620	BOEU19-1_SAMN09765715_MAG_00000002	Catalytic triad complete	593	A0A2N8ZJM5	585	65.600	591	1.094E-266	0.997	0.998	1.0137
OMDBv2.0_AA_G_NR100_000061044317	GALA18-1_SAMEA4699810_MAG_00000054	Catalytic triad complete	590	A0A1H2S6P0	603	45.300	583	2.421E-176	0.975	0.967	0.9784
OMDBv2.0_AA_G_NR100_000184732453	TARA_SAMEA2619777_MAG_00000061	Catalytic triad complete	590	A0A1H2S6P0	603	45.300	583	2.421E-176	0.975	0.967	0.9784
OMDBv2.0_AA_G_NR100_000221132546	TARA_SAMEA6043906_MAG_00000137	Catalytic triad complete	591	A0A1H2S6P0	603	45.200	583	9.679E-174	0.975	0.967	0.9801
OMDBv2.0_AA_G_NR100_000119347776	PANK22-1_SAMN12290826_MAG_00000035	HMM-supported (no triad)	124	A0A1I7BT61	588	54.500	120	6.343E-38	0.960	0.204	0.2109
OMDBv2.0_AA_G_NR100_000134815060	RSGB23-1_GCA-902590245-V1_GENO_10000001	Catalytic triad complete	590	A0A1H2S6P0	603	45.200	583	9.600E-180	0.980	0.967	0.9784
OMDBv2.0_AA_G_NR100_000181417169	TAOJ22-1_SAMN27365855_MAG_00000169	Catalytic triad complete	570	A0A521AAK1	603	64.200	573	7.943E-249	0.993	0.950	0.9453
OMDBv2.0_AA_G_NR100_000231808399	WANG22-1_SAMN08714628-S001_MAG_00000385	Catalytic triad complete	589	A0A7W6BJD3	584	71.200	574	3.341E-285	0.975	0.983	1.0086
OMDBv2.0_AA_G_NR100_000161826934	SCHR19-1_SAMN09405966_MAG_00000007	HMM-supported (no triad)	448	Q47WS9	587	90.000	440	6.469E-267	0.982	0.750	0.7632
OMDBv2.0_AA_G_NR100_000243040576	ZHAN22-5_SAMN24541581_MAG_00000042	Catalytic triad complete	588	Q47WS9	587	95.400	587	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000151186095	RSGB23-1_GCF-011250475-V1_GENO_10000001	Catalytic triad complete	582	A0A495WHH7	581	99.800	581	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000159328966	SANT17-1_SAMN02924045_MAG_00000088	Catalytic triad complete	594	A0ABQ4Q1U5	576	64.900	579	1.606E-257	0.975	0.988	1.0312
OMDBv2.0_AA_G_NR100_000220243025	TARA_SAMEA6042056_MAG_00000078	Catalytic triad complete	528	A0A0C1QJ38	598	57.100	515	1.166E-202	0.975	0.856	0.8829
OMDBv2.0_AA_G_NR100_000187769039	TARA_SAMEA2620910_MAG_00000022	Catalytic triad complete	462	A0A6M4MD89	589	79.500	460	5.593E-259	0.996	0.781	0.7844
OMDBv2.0_AA_G_NR100_000205827463	TARA_SAMEA6004523_MAG_00000109	Catalytic triad complete	592	A0A6M4MD89	589	78.600	590	1.250E-321	0.997	1.000	1.0051
OMDBv2.0_AA_G_NR100_000191673393	TARA_SAMEA6004523_MAG_00000138	Catalytic triad complete	595	A0A6M4MD89	589	75.800	593	1.317E-317	0.997	1.000	1.0102
OMDBv2.0_AA_G_NR100_000238067429	ZHAN22-1_SAMN19492043_MAG_00000071	Catalytic triad complete	595	A0A6M4MD89	589	77.500	593	2.433E-320	0.997	1.000	1.0102
OMDBv2.0_AA_G_NR100_000020122513	BPAM22-1_SAMN07482686_MAG_00000035	Catalytic triad complete	484	A0ABY2UQK1	600	63.400	479	4.686E-222	0.990	0.798	0.8067
OMDBv2.0_AA_G_NR100_000020464296	SANC23-1_SAMEA110646500_MAG_00000069	Catalytic triad complete	595	A0A238JYC4	600	59.500	579	5.402E-250	0.973	0.965	0.9917
OMDBv2.0_AA_G_NR100_000111257381	NOWI19-1_SAMN09201450_MAG_00000026	Catalytic triad complete	595	A0A238JYC4	600	59.400	579	8.248E-248	0.973	0.965	0.9917
OMDBv2.0_AA_G_NR100_000029459555	TARA_SAMEA6008082_MAG_00000208	HMM-supported (no triad)	154	A0A1M5PDU5	597	61.100	152	1.274E-64	0.987	0.255	0.2580
OMDBv2.0_AA_G_NR100_000231436719	WANG22-1_SAMN08714535-S010_MAG_00000126	Catalytic triad complete	417	A0A1M5PDU5	597	66.000	415	1.157E-200	0.995	0.695	0.6985
OMDBv2.0_AA_G_NR100_000023252451	BPAM22-1_SAMN07483052_MAG_00000018	Catalytic triad complete	595	A0ABY2UQK1	600	60.200	576	1.013E-249	0.968	0.960	0.9917
OMDBv2.0_AA_G_NR100_000028207907	BPAM22-1_SAMN07483548_MAG_00000031	Catalytic triad complete	595	A0ABY2UQK1	600	60.400	576	2.881E-250	0.968	0.960	0.9917
OMDBv2.0_AA_G_NR100_000031162041	BPAM22-1_SAMN08953230_MAG_00000016	Catalytic triad complete	595	A0ABY2UQK1	600	60.200	576	4.371E-251	0.968	0.960	0.9917
OMDBv2.0_AA_G_NR100_000129446236	ROBB19-1_SAMN11878283_MAG_00000063	Catalytic triad complete	595	A0ABY2UQK1	600	60.200	576	2.881E-250	0.968	0.960	0.9917
OMDBv2.0_AA_G_NR100_000206002267	TARA_SAMEA6002346_MAG_00000070	Catalytic triad complete	595	A0ABY2UQK1	600	59.800	576	5.402E-250	0.968	0.960	0.9917
OMDBv2.0_AA_G_NR100_000213881504	TARA_SAMEA6023605_MAG_00000032	Catalytic triad complete	595	A0ABY2UQK1	600	60.400	576	2.881E-250	0.968	0.960	0.9917
OMDBv2.0_AA_G_NR100_000219401882	TARA_SAMEA6040045_MAG_00000013	Catalytic triad complete	595	A0ABY2UQK1	600	60.000	576	1.899E-249	0.968	0.960	0.9917
OMDBv2.0_AA_G_NR100_000018755521	BOEU19-1_SAMN09765683_MAG_00000008	Catalytic triad complete	595	A0A1I3V217	568	63.900	593	7.347E-253	0.997	0.998	1.0475
OMDBv2.0_AA_G_NR100_000053847496	DONG22-1_SAMN19687753_MAG_00000009	Catalytic triad complete	595	A0A1Y5T2K3	599	63.300	585	3.890E-256	0.982	0.977	0.9933
OMDBv2.0_AA_G_NR100_000120648795	PANK22-1_SAMN12291129_MAG_00000005	Catalytic triad complete	595	A0A1Y5SQJ2	597	59.700	536	7.634E-217	0.901	0.898	0.9966
OMDBv2.0_AA_G_NR100_000175226472	SUMM22-1_SAMN21164810_MAG_00000001	Catalytic triad complete	595	A0A238KKZ1	594	70.200	594	3.476E-289	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000227081553	WANG22-1_SAMN08714533-S021_MAG_00000005	HMM-supported (no triad)	195	A0A1H6RP69	621	57.200	194	5.934E-74	0.974	0.312	0.3140
OMDBv2.0_AA_G_NR100_000169875872	SILV23-1_SAMEA6872376_MAG_00000044	HMM-supported (no triad)	194	A0A916SHN2	580	80.700	192	8.199E-111	0.990	0.322	0.3345
OMDBv2.0_AA_G_NR100_000104306638	MEHR18-1_SAMN03444961_MAG_00000159	Catalytic triad complete	596	A0A212QUP8	600	54.800	574	1.654E-214	0.953	0.957	0.9933
OMDBv2.0_AA_G_NR100_000073347125	KELL22-1_SAMN22237343_MAG_00000033	Catalytic triad complete	596	A0A1T4WDX0	724	61.600	573	3.639E-258	0.961	0.790	0.8232
OMDBv2.0_AA_G_NR100_000145825401	RSGB23-1_GCF-003293715-V1_GENO_10000001	Catalytic triad complete	596	A0A1I1R3B5	592	67.700	580	8.370E-260	0.973	0.975	1.0068
OMDBv2.0_AA_G_NR100_000244762533	ZHEN15-1_SAMN22350776_MAG_00000008	Catalytic triad complete	564	A0AAW9QC13	540	74.800	540	2.119E-279	0.950	1.000	1.0444
OMDBv2.0_AA_G_NR100_000159640377	SANT17-1_SAMN02924044_MAG_00000208	Catalytic triad complete	596	A0A4R2NGX1	603	53.100	589	3.347E-197	0.971	0.977	0.9884
OMDBv2.0_AA_G_NR100_000228277165	WANG22-1_SAMN08714533-S087_MAG_00000034	Catalytic triad complete	596	A0A0F7KRT5	584	59.700	576	6.410E-236	0.966	0.986	1.0205
OMDBv2.0_AA_G_NR100_000029697345	BPAM22-1_SAMN07483615_MAG_00000039	HMM-supported (no triad)	327	A0A1G6SCY9	600	55.200	330	6.656E-125	0.997	0.550	0.5450
OMDBv2.0_AA_G_NR100_000027719349	TARA_SAMEA2623958_MAG_00000040	Catalytic triad complete	464	A0A0P1IVG2	597	62.800	458	1.869E-206	0.987	0.767	0.7772
OMDBv2.0_AA_G_NR100_000085585118	LAPP22-1_SAMN25292444_MAG_00000047	Catalytic triad complete	526	A0A0P1I4Z2	600	59.500	521	1.025E-223	0.990	0.868	0.8767
OMDBv2.0_AA_G_NR100_000027768717	BPAM22-1_SAMN07483533_MAG_00000010	Catalytic triad complete	595	A0A0P1I4Z2	600	56.300	594	1.576E-235	0.992	0.990	0.9917
OMDBv2.0_AA_G_NR100_000079623186	KOPF15-1_SAMEA7392470_MAG_00000059	Catalytic triad complete	595	A0A0P1I4Z2	600	56.600	594	3.634E-237	0.992	0.990	0.9917
OMDBv2.0_AA_G_NR100_000111707771	NOWI19-1_SAMN09201681_MAG_00000030	Catalytic triad complete	595	A0A0P1I4Z2	600	56.900	594	4.030E-238	0.992	0.990	0.9917
OMDBv2.0_AA_G_NR100_000168608659	SIER19-1_SAMEA4692680_MAG_00000114	Catalytic triad complete	595	A0A0P1I4Z2	600	56.800	594	7.554E-238	0.992	0.990	0.9917
OMDBv2.0_AA_G_NR100_000020525944	BPAM22-1_SAMN07482711_MAG_00000026	Catalytic triad complete	597	A0A238JYC4	600	54.700	599	2.908E-231	0.997	0.998	0.9950
OMDBv2.0_AA_G_NR100_000024615756	BPAM22-1_SAMN07483214_MAG_00000080	Catalytic triad complete	597	A0A0P1I4Z2	600	57.000	582	9.158E-236	0.975	0.970	0.9950
OMDBv2.0_AA_G_NR100_000029484364	BPAM22-1_SAMN07483606_MAG_00000064	Catalytic triad complete	597	A0A0P1I4Z2	600	57.200	577	7.443E-234	0.966	0.962	0.9950
OMDBv2.0_AA_G_NR100_000061522991	TARA_SAMEA2623264_MAG_00000008	Catalytic triad complete	597	A0A0P1I4Z2	600	54.700	594	1.725E-229	0.988	0.990	0.9950
OMDBv2.0_AA_G_NR100_000086840400	LARK21-1_SAMN15783090_MAG_00000011	Catalytic triad complete	597	A0A0P1I4Z2	600	54.300	598	1.918E-227	0.995	0.997	0.9950
OMDBv2.0_AA_G_NR100_000167699044	SIER19-1_SAMEA104210868_MAG_00000133	Catalytic triad complete	597	A0A0P1I4Z2	600	55.300	594	3.982E-231	0.988	0.990	0.9950
OMDBv2.0_AA_G_NR100_000206021842	TARA_SAMEA6051629_MAG_00000053	Catalytic triad complete	597	A0A0P1I4Z2	600	56.900	582	6.031E-235	0.975	0.970	0.9950
OMDBv2.0_AA_G_NR100_000210235629	TARA_SAMEA6010971_MAG_00000005	Catalytic triad complete	597	A0A0P1I4Z2	600	57.000	582	1.717E-235	0.975	0.970	0.9950
OMDBv2.0_AA_G_NR100_000218937946	TARA_SAMEA6038446_MAG_00000082	Catalytic triad complete	597	A0A0P1I4Z2	600	57.400	577	6.031E-235	0.966	0.962	0.9950
OMDBv2.0_AA_G_NR100_000030593500	BPAM22-1_SAMN08953081_MAG_00000045	Catalytic triad complete	351	A0A1M5PDU5	597	62.100	349	1.185E-157	0.994	0.585	0.5879
OMDBv2.0_AA_G_NR100_000041571494	CARD22-1_SAMN24292837_MAG_00000005	Catalytic triad complete	597	A0A317MXT6	598	45.200	572	2.408E-165	0.930	0.957	0.9983
OMDBv2.0_AA_G_NR100_000059407256	FUCH22-1_SAMN18055987_MAG_00000083	Catalytic triad complete	597	A0A967C673	601	65.800	597	4.496E-272	0.997	0.993	0.9933
OMDBv2.0_AA_G_NR100_000062738235	HARO18-1_SAMN15220987_MAG_00000027	Catalytic triad complete	596	A0A4R3MFT3	618	54.000	566	3.623E-189	0.943	0.916	0.9644
OMDBv2.0_AA_G_NR100_000000352217	BPAM22-1_SAMN07483461_MAG_00000005	Catalytic triad complete	598	A0A975WDQ2	597	99.800	597	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000102307825	MARK18-1_SAMN08606303_MAG_00000007	Catalytic triad complete	99	A0A1Y5T2S5	601	71.200	94	1.431E-45	0.949	0.156	0.1647
OMDBv2.0_AA_G_NR100_000075470682	KOBI21-1_SAMD00230599_MAG_00000006	Catalytic triad complete	598	A0ABS5HRU9	597	67.600	597	1.248E-290	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000009593302	ATLA15-1_SAMN03981661-S001_MAG_00000104	Catalytic triad complete	598	A0A7Z7HPG3	608	55.800	551	1.069E-224	0.920	0.906	0.9836
OMDBv2.0_AA_G_NR100_000022848102	BPAM22-1_SAMN07482971_MAG_00000017	Catalytic triad complete	598	A0A1W2ECN3	597	66.600	582	1.463E-276	0.973	0.975	1.0017
OMDBv2.0_AA_G_NR100_000175990347	SUTE22-1_SAMN10231728_MAG_00000011	Catalytic triad complete	598	A0A1W2ECN3	597	67.000	582	2.714E-279	0.973	0.975	1.0017
OMDBv2.0_AA_G_NR100_000174027407	SUHA22-1_SAMN20336523_MAG_00000001	Catalytic triad complete	598	A0A0P1IVG2	597	73.600	595	3.173E-315	0.995	0.997	1.0017
OMDBv2.0_AA_G_NR100_000066168832	HEVR20-1_SAMEA6263960_MAG_00000002	Catalytic triad complete	598	A0A1M5PDU5	597	66.100	591	6.972E-279	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000070301115	KAGO19-1_SAMD00073940_MAG_00000001	Catalytic triad complete	598	A0A1M5PDU5	597	66.300	591	2.426E-281	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000071048984	KAGO19-1_SAMD00074064_MAG_00000017	Catalytic triad complete	598	A0A1M5PDU5	597	66.500	577	5.694E-277	0.965	0.966	1.0017
OMDBv2.0_AA_G_NR100_000076505890	KOBI21-1_SAMD00232210_MAG_00000002	Catalytic triad complete	598	A0A1M5PDU5	597	65.400	591	5.694E-277	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000081564424	KOPF15-1_SAMEA7422962_MAG_00000029	Catalytic triad complete	598	A0A1M5PDU5	597	64.900	591	1.335E-272	0.988	0.990	1.0017
OMDBv2.0_AA_G_NR100_000164743654	SCRA20-1_SAMN11854489_MAG_00000118	Catalytic triad complete	598	A0A0P1IAD0	597	68.200	595	5.234E-298	0.995	0.997	1.0017
OMDBv2.0_AA_G_NR100_000075583965	KOBI21-1_SAMD00230618_MAG_00000010	HMM-supported (no triad)	372	A0AAN0RL66	580	96.100	366	5.609E-237	0.984	0.631	0.6414
OMDBv2.0_AA_G_NR100_000161382146	SCHR19-1_SAMN09405931_MAG_00000017	Catalytic triad complete	513	A0AAN0RL66	580	98.800	512	0.000E+00	0.998	0.883	0.8845
OMDBv2.0_AA_G_NR100_000023922570	NOWI19-1_SAMN09202067_MAG_00000032	Catalytic triad complete	581	A0AAN0RL66	580	95.300	580	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000042386895	KIEF18-1_SAMN04917373-S025_MAG_00000007	Catalytic triad complete	581	A0AAN0RL66	580	99.300	580	0.000E+00	0.998	1.000	1.0017
